content#,#sentiment#,#positive#,#negative#,#label
高雄市議員李眉蓁出征高雄市長補選，她過去跟韓國瑜互動密切，也被外界認為是韓家軍的一份子，她本人則否認，而黨內也對韓國瑜幫忙輔選有不同意見，原本希望韓國瑜站台的李眉蓁，登記隔天也態度轉變。 戴著工程帽，站在前高雄市長韓國瑜身旁，一起媒體聯訪的，就是這次參選高雄市長補選的李眉蓁，甚至活動剪綵，還有到宮廟上香。 韓國瑜不管去哪，都能看到李眉蓁身影，甚至還能近距離和李佳芬一起合照，走的近也難免被認為就是「韓家軍」，但也確實，在剩下一個月多的選戰，韓國瑜這個殺手鐧，這次到底該不該出來幫忙。 台北市議員(國)王鴻薇：「不論如何你都沒有辦法抹煞，韓國瑜擔任過高雄市長，那也沒有辦法抹煞，過去韓國瑜在高雄市選舉裡面，他的角色跟他的重要性。」 因為黨內有一派認為，韓國瑜號召下能拉住基本盤70萬票，但也有另一派覺得，韓國瑜出來輔選可能只對短期有效，長期下來還是會對藍營選情有負面影響。 國民黨副秘書長柯志恩：「另一方面呢，很多人也不希望這次的補選，因為投票數不是那麼多，所以會不會激發這個藍綠大對決，構成可能大家認為比較具有挑戰的影響，我覺得都還是在評估狀況。」 黨中央保守看待，似乎黨內想法都不相同，這會不會也是李眉蓁面臨的抉擇，因為6/24登記當天，曾大方說歡迎韓國瑜站台，隔天再回答這題時就換成這說法。 高雄市議員李眉蓁(06.25)：「韓前市長我覺得他真的太辛苦了，我也很心疼他一年多來，被抹黑成這樣，其實我非常尊敬他，但是因為現在我認為，想要讓他先休息。」 小小改口，那到底韓國瑜，有沒有可能，再最後關頭推一把，前幕僚這樣說。 高雄市前新聞局長鄭照新：「前市長也好副市長也好，局處首長也好，基本上都是一種，對過去市政成績的一種肯定。」 聽起來韓國瑜出手機率很不高，藍營在「韓國瑜」這張牌出與不出之間，成了大難題不好抉擇。 相關新聞影音#,#0.8732147620978902#,#12#,#11#,#正面
高雄市長補選「三腳督」宣告「藍白合作破局」，親民黨籍高市議員吳益政「帶職參選」，改以民眾黨身分出征市長大位，引發外界批評。民眾黨主席柯文哲今天也坦言，「帶職參選」讓前高雄市長韓國瑜付出慘痛代價，應法制明文規定才能避免類似問題一再出現。高雄市長補選進入白熱化，國民黨徵召在地三連霸議員、高雄果菜公司總經理李榮宗之女李眉蓁，而民眾黨在「藍白合作」破局後，趕在最後一刻派出高雄市議員吳益政，儘管宣告「藍白合作」破局，但外界也關注民眾黨想「當老二幹掉國民黨？」身為民眾黨主席的柯文哲，他受訪時坦言，選舉當然要選第1名，不過要變成第一名前，當然要先到第2名才能衝第1。特別是在選舉只剩50天左右，加上民進黨基礎雄厚，當前必須全力以赴。談及吳益政「帶職參選」，柯文哲指出，台灣定期舉辦選舉，不管是議員選立委、立委選縣市首長，特別是「帶職參選」也讓韓國瑜付出慘痛代價。他認為，「帶職參選」問題應法制明文規定，因為一定會一再出現。柯文哲強調，這是一個嚴肅問題，必須拿出來討論才是。親民黨吳益政改披民眾黨戰袍，柯文哲是否與親民黨主席宋楚瑜會面，柯文哲表示，他昨天有約宋楚瑜見面，不過這兩天自己不在台北，但不管怎樣還是要約宋見上一面，好好找宋說一下話。（民視新聞網／綜合報導）#,#0.1513170398324789#,#1#,#5#,#負面
高雄市長補選即將在8月15日進行投票，民進黨確定派出前行政院副院長陳其邁出戰，民眾黨徵召現任親民黨籍高雄市議員吳益政參選，國民黨則在補選登記最後一天，宣布派出高雄市議員李眉蓁投入補選戰場。對此，資深媒體人陳揮文表示，如果他是高雄人，他肯定會把票投給陳其邁，建議韓國瑜跟國民黨應休養生息，別做任何動作，因為「民進黨它會自爆的」。 陳揮文在政論節目《新聞面對面》表示，對他來說，8月15日的高雄市長補選已經結束了，「我不是高雄人，如果我是高雄人，我會投陳其邁。雖然我是支持韓國瑜，但是我會投陳其邁」，主持人謝震武語帶驚訝地問「為什麼」，陳揮文回答，因為現在是總統蔡英文在中央執政，中央、立法院都過半，高雄所有立委都是民進黨，高雄這段期間經過了選舉、罷免，2年內就選了4次，「大家都很累了，真的為高雄好，投陳其邁。邁哥，我幫你拉票」，但陳揮文也強調，他不能代表韓粉。 陳揮文接著秀出4個數字，「109、99、94、89」，當初2020年總統大選，蔡英文在高雄拿下109萬票；前高雄市長陳菊2014年競選連任獲得99萬票；韓國瑜被將近94萬票罷免高雄市長一職；89萬則是韓國瑜當年當選高雄市長拿到的票數。陳揮文表示，他建議韓國瑜不要參加這次高雄市長補選的任何活動，因為從這些數字來看，韓國瑜明顯沒有選好，當初光靠韓粉的票、加上藍軍的票，韓國瑜在總統大選只拿到552萬票，仍輸給蔡英文，「這票夠不夠，顯然不夠」。 陳揮文提到，前幾天國道5號因端午連假車潮塞爆，大家罵得要死，交通部長林佳龍卻只是呼籲「做一個聰明的用路人」，所以他建議國民黨跟韓國瑜現階段應休養生息，不要做任何動作，「民進黨它會自爆的，它會回到2016年勝選，然後2018年慘敗的那個狀況，你都不用出手腳，你都不要吵它，它自己就這樣子了，你是在怕什麼？」 【相關影音】看節目、買美食、拿好康，百張住宿券免費抽！快點我下載食尚玩家APP！#,#0.0044460600041568155#,#5#,#5#,#負面
端午連假許多景點都湧現人潮，像是新北的九份、金瓜石等都啟動景點的分流管制，前高雄市長韓國瑜就在臉書上，要大家利用連假多出門走走轉換心情，只是一位日本學生疑似在南部染疫，連假出遊潮是否造成防疫破口，指揮中心不敢大意，呼籲大家要保持社交距離。用一張Q版娃娃划龍舟的圖片，韓國瑜應景，獻上祝福，要大家趁著端午連假出門走走，促進經濟，雖然不忘呼籲戴口罩勤洗手，但有日本學生疑似在南部染疫，韓國瑜鼓勵大家走出戶外，真的好嗎。中央流行疫情指揮中心發言人莊人祥：「在端午節連假出遊沒有問題，但是就是要注意防疫新生活的一個態度，那所以如果說如果無法保持這個，適當社交距離就戴口罩。」只要遵守防疫新生活守則，指揮中心認為沒關係，不過指揮官陳時中更謹慎，前一天呼籲，不鼓勵去人多的地方，一旦景點人擠人，天熱又戴不住口罩，就怕防疫出現破口，看看端午連假的出遊潮。新北市長侯友宜：「往高速公路的匝道口。」新北市長侯友宜一早視察路況，南下車流已經長長一排。社交距離也不保持，口罩也不戴，甚至連環境衛生也沒有做好，所以要通知區公所，也就是讓他們掌控人潮車潮。提醒注意景點情況，因為包括九份老街、金瓜石茶壺山登山口、南雅奇岩步道，都湧入人潮，新北警方啟動景點分流、疏導管制。新北市長侯友宜：「不要因為解封，大家輕鬆，就忘了保持社交距離。」疫情趨緩後，好不容易盼到連假，偏偏發生日本人確診案例，民眾少了防疫警戒，政治人物繃緊神經，不敢鬆懈。《TVBS》提醒您：因應新冠肺炎疫情，疾管署持續加強疫情監測與邊境管制措施，如有疑似症狀，請撥打：1922專線，或0800-001922，並依指示配戴口罩儘速就醫，同時主動告知醫師旅遊史及接觸史，以利及時診斷及通報。【加入社團‧疫起發聲】邀請世界各角落的你加入Facebook社團【全球說疫情】訴說封城和防疫大小事→https://www.facebook.com/groups/894299717696509/#,#0.2455677953927382#,#6#,#12#,#負面
經查：一、專家指出，以「特定時間區段」來比較地方政府負債，因為地方負債有季節因素，以特定時間段相比，在財稅學上沒有實質意義。二、專家建議，地方政府負債應與前一年同期相比，或與其他地方政府相比，較能具有比較意義。三、傳言所稱「韓國瑜在任的530天，負債增加136億元」，傳言也未說明其計算基礎。查核中心比對高雄市財政局公開資料，用推估方式，並不能得知此數據如何而來。此網傳圖文用「特定時間區段來比對負債情況」，不符合財稅學原理，因此「錯誤」。背景網傳圖片宣稱：「韓國瑜擔任高雄市長530天任內唯一政績負債多136億」 圖1：網傳訊息擷圖查核爭議點一、地方政府負債資料有哪些項目？（一）查核中心諮詢台北商業大學財政稅務系教授黃耀輝。他表示，地方政府舉債的資料可分為：一年以上未償債務、短期債務（一年以下）、自償性債務。他表示，依據《公共債務法》第五條規定：「公共債務未償餘額預算數，不包括中央、直轄市、縣（市）及鄉（鎮、市）經公共債務管理委員會審議評估通過所舉借之自償性公共債務 。」故「自償性債務」不算在公共債務法的規範之內。黃耀輝說明，「自償性債務」本身有明確之收入償還，例如地方政府「興建公共停車場」必須先舉借債務來做建設，將來有停車收入後就可償還，建設高速公路也是同樣的情況，所以自償性債務「不屬於債務」。因此，在觀察地方政府的「自償性債務」舉債預算時，數字愈高某種程度可能代表是公共建設多。查核中心諮詢世新大學行政管理系徐仁輝教授，他補充表示，自償性債務仍屬政府債務，只是不受《公共債務法》的規範，因為自償性債務來有自償財源，主要為使用者付費設施或市地重劃收入等。許多地方政府會想盡辦法將一些其實自償性很低，或需長期還債而未來會有收入的建設，都列入此項目，比如合宜住宅興建貸款。徐仁輝說，為監督地方政府舉債，依法各地方政府皆須設置自償性債務管理委員會，由學者專家審議過後才可以列為自償性債務，否則仍為一般正常債務。爭議點二、韓國瑜在擔任市長期間，高雄市債務的數據變化為何？查核中心檢索高雄市政府財政局公開資料。（一）查核中心以韓國瑜擔任高雄市長期間（2018年12月-2020年5月）為計算區間。並以韓國瑜卸任高雄市長前一個月，2020年5月「一年以上未償債務」、「短期債務」，「自償性債務部分」三者相加，和2018年12月韓國瑜剛上任高雄市長的的數字相較。根據高雄市財政局資料，截至2018年12月底，「一年以上未償債務」為237,907,214,047元、短期債務為5,211,338,671元、自償性債務為29,686,873,929元；截至2020年5月底，一年以上未償債務」為242,901,034,282元、短期債務為3,641,949,828元，自償性債務為36,039,221,946元。 圖2:高雄市負債金額比較／查核中心製圖查核中心計算得出，2020年5月債務（一年以上債務加上短期債務）比2018年12月，增加約34.2億元，而自償性債務增加63.5億元，總計增加近98億元。傳言指稱「韓國瑜上任530天，負債多136億元」，跟以上數據均不相符。若以傳言指稱是韓國瑜擔任市長的530天，反推計算為17個月，可能是2018年12月到2020年4月。查核中心再以2018年12月和2020年4月的數據去計算，也不是136億元，此數據也不符合。不過，由於傳言的內容過於簡化，並未解釋「傳言所稱的韓國瑜在任的530天，負債多136億元」是以哪一個時間點得出此數據。爭議點三、傳言以「韓國瑜擔任市長530天的負債數據」做比對，是否合理？黃耀輝指出，僅單看某個區間的舉債預算金額，在財稅學的基礎，並沒有實質意義，因為地方政府每一年都有負債波動。如果真的要比較，要跟前一年的同期比較，才會較為精準去判讀，例如，比較「一年以上債務」欄目時，是要以今年同期去比對去年同期，以扣除季節性波動因素。黃耀輝解釋，觀察地方舉債情形時，通常會觀察「一年以上未償債務」、「短期（一年以下債務）」，這兩者之間的差異為，「一年以上未償債務」為長達一年以上沒有償還的債務，而「短期（一年以下債務）」則有季節性波動現象。例如，年初1到3月時，政府沒有租稅收入（牌照稅、房屋稅4、5月徵收，地價稅11月徵收），但地方政府年初時還是要發薪水等相關公務支出，在資金調度上，這時就需要舉債借短，而6月後，因為有了稅收，即可償還這些短債。查核中心比對韓國瑜擔任高雄市長區間的短債變化，確實有季節性波動現象，在年初（2019年1-3月）短債金額較高，6月之後則呈現下降趨勢；7到10月往上升，11月之後又再往下降。 表1：韓國瑜擔任高雄市長區間負債統計趨勢變化*資料來源：高雄市政府財政局／查核中心製表黃耀輝建議，短期債務的季節波動是所有的地方政府共有的現象，可在相同的比較基礎之下，透過跟其他縣市政府相比，比如，比較六都或16個縣市，才具有比較意義。結論一、專家指出，以「特定時間區段」來比較地方政府負債，因為地方負債有季節因素，以特定時間段相比，在財稅學上沒有實質意義。二、專家建議，地方政府負債應與前一年同期相比，或與其他地方政府相比，較能具有比較意義。三、傳言所稱「韓國瑜在任的530天，負債增加136億元」，傳言也未說明其計算基礎。查核中心比對高雄市財政局公開資料，用推估方式，並不能得知此數據如何而來。此網傳圖文用「特定時間區段來比對負債情況」，不符合財稅學原理，因此「錯誤」。參考資料《公共債務法》高雄市政府財政局統計資料#,#0.43738879796676455#,#8#,#31#,#負面
這應該是他最後一次參選高雄市長的機會，輸了就打包，但政敵卻要讓陳其邁關關難過。（圖片來源／信傳媒編輯部）高雄市長補選，陳其邁有輸不得的壓力，但是沒有投票前，沒有人能保證不會發生什麼事。他會在補選拿到多少票，有不同的解讀。面對高雄詭譎多變的政治環境、選民對政治人物的難測心態，陳其邁的「選票密碼」，已經先浮現在他眼前，國民黨放好了多個路障，要他關關難過。泛綠大體整合，但韓粉破壞力強在時代力量、台灣基進等先後表態支持陳其邁，泛綠基本上已經歸隊，民進黨內的英系、海派、正國會等的力挺無庸置疑，新潮流與菊系在前副市長許立明接任競選總部主委會後，派系整合邁出一大步。雖然不保證一定贏得補選，但帳面盤勢確實較2018年要好。韓國瑜被罷免，但韓粉還在，即使數量在削減中，但剩下的都是「鐵桿」，不但挺韓，而且「仇邁」，破壞力更強，能拉下陳其邁最好，若不行，也要盡量把陳其邁跟民進黨弄得很臭，讓綠軍拿到不怎麼好看的票數，並以此對比韓國瑜，使陳其邁勝選也不光彩。陳其邁的挑戰，要好幾個「選票密碼」，數字部分，第一個就是他上次選舉的「74萬票」，其次是韓國瑜的「89萬票」，再者是罷韓的「93萬票」，還有就是2020年總統大選蔡英文的「109萬票」，然後是韓國瑜的「61萬票」。74、89、93，讓人耳熟能詳歷來補選，投票率都偏低，但是罷韓票數衝到93萬票，連藍營都啞口無言，如果陳其邁的票數低於93萬票，可被解釋為「討厭韓國瑜」多於「喜歡陳其邁」，藍營支持者也會說，罷韓就是「民進黨國家隊」所為，是一場政治鬥爭，才讓陳其邁撿到便宜。如果陳其邁選票低於「89萬票」，就更無法說服藍軍，他們會認為一個少於韓國瑜得票的人，如何能理直氣壯接任市長？他們不會以「61萬票」來做為標準，因為那是韓國瑜和蔡英文的競爭，是國家領導人之戰；陳其邁的層級是直轄市長選舉，就應以市長時的標準來評比。倘若陳其邁低於「74萬票」，藍營更有話說，他們會認為罷韓都能催出「93萬票」，何以市長補選陳其邁連2018的得票都不如，顯然比當時還要不受支持，擔任市長更無法讓人服氣。再者，陳其邁上次得票率是44.8％，補選若是僅以「相對多數」勝出，也不及韓國瑜當時的53.9％；若陳其邁得票過半，但沒有超越53.9％，同樣是不如韓國瑜，所以不但陳其邁「未獲更多選民支持」，韓國瑜也更有再起的條件。主戰派戰勝棄選派至於「選票密碼」的攻防上，國民黨的策略，例如「棄選派」主張，放棄參選「讓陳其邁一個人玩」，這種「冷戰」思維，目的是要降低投票率，讓陳其邁選票「不好看」。然而，最終由「主戰派」勝出，自家參選人李眉蓁，主要是破除「藍白合」，避免國民黨的基本盤被吸收，其次是以「3屆議員」的資歷，與韓國瑜做出對比，並且正面迎戰陳其邁。正面對決的效應，則是大家都要被嚴格檢驗，負面選戰也是可能發生，尤其陳其邁父親「陳哲男案」會不會發酵，是其得票高低甚至勝敗的關鍵因素之一。事實上，「爸爸之戰」早已開打，但李眉蓁的父親李榮宗，曾因「議長賄選案」被叛有罪確定，看來「多桑」會是熱門的選戰關鍵字。時代力量黨主席徐永明對此並不認同，他認為補選議題「歪樓」，著重於討論這些可能人選的爸爸是誰、做過哪些事，難道「爸爸是誰」是參選高雄市長資格的第一道關卡？與其「打爸爸是誰」，不如專心加強政策論述。「爸爸之戰」會比「市政論述」受歡迎？不過，公共政策對一般高雄市民非常不討喜，陳其邁當初敗選，在於艱澀的「工業4.0」政見，不如「一碗滷肉飯、一瓶礦泉水」，更不如「發大財」；以藍領及勞工居多的港都，充滿草莽氣息與看好戲心態，「爸爸之戰」絕對比「市政論述」受歡迎，如果藍軍能打好「爸爸牌」，除了有勝選可能，也能讓綠軍黯然，因為還有陳致中的爸爸陳水扁也在高雄。無論如何，陳其邁的層次要「提升」，高雄市長是必經之路，這是他最後一次機會，橫亙在前有這麼多的「選票密碼」，只能靠自己克服，還必須戰勝政敵及黨內同志。相關新聞影音#,#0.8732147620978902#,#2#,#19#,#負面
前高雄市長韓國瑜遭罷免，12日卸下職務後動向備受外界關注。今（25）日適逢端午節，韓國瑜在臉書上發文感嘆「過去大半年世界極不平靜」，期望端陽佳氣的降臨，能一掃過去陰霾。「時入蒲月，粽葉飄香...」，韓國瑜發文表示今年端午較晚，一年已即將過半，「過去大半年整個世界極不平靜，尤其疫情的爆發給人們生活帶來翻天覆地的變化與衝擊。且效艾符趨習俗，更祈蒲酒話昇平，希望藉今日端陽佳氣的降臨，能夠一掃過去陰霾，護祐大家下半年平安無恙、順利亨通。」韓國瑜也表示連假期間，國內防疫措施逐漸解除，提醒民眾利用連假多出門走走、為今年下半年換個好心情的同時，也為促進疫後經濟盡一份小小心力，「當然，還是要記得做好戴口罩、勤洗手等個人衛生措施」，並祝福大家端午安康。【相關影音】看節目、買美食、拿好康，百張住宿券免費抽！快點我下載食尚玩家APP！#,#0.0044460600041568155#,#2#,#3#,#負面
時力黨主席徐永明昨公布最新政情民調並表示，滿意罷韓案結果的民眾高達64％。其中最大關鍵在於，韓國瑜剛選上高雄市長不久，就宣布帶職參選總統，成為致命傷。對此，自由作家洛杉基諷刺表示， 「綠營政客帶職參選絕對不會有問題，但是韓國瑜帶職參選，就是絕對不行，一定要罷免！」根據時力昨公布的民調顯示，多數民眾認為，韓國瑜被罷免，關鍵是剛選上高雄市長就去參選總統。另有76.9％的民眾認為，帶職參選者應先辭職並繳回選舉補助款。徐永明則表示，韓帶職參選而遭民眾唾棄的前車之鑑不遠，如今的高雄市長補選，國民黨、民眾黨竟分別推出現任高雄市議員李眉蓁、吳益政兩人帶職參選，呼籲別不要步上韓國瑜後塵，「如果要參加市長補選，請先辭去市議員」。對此，洛杉基在臉書表示，綠營政客帶職參選絕對不會有問題，但是韓國瑜帶職參選，就是絕對不行，一定要罷免！網友則回應表示「莫須有」、「民進黨選舉期間很多政治人物也是帶職選啊！不喜歡他們現在完全執政直接提案修法不就好了，不用在那做秀給大家看」、「欲加之罪 何患無辭」、「個人覺得帶職參選不是問題，那是網路風向帶的」。#,#4.5340461242382446e-05#,#0#,#4#,#負面
高雄市長補選，國民黨徵召高雄市議員李眉蓁出馬參選!名嘴羅友志昨認為，李眉蓁論父執輩人脈實力，她根本是小韓國瑜啊！而且她又有點像賴品妤打李永萍，敢唱、敢說，誰說她不能大鬧天宮一番？羅友志稍早再度發文表示，雖然他稱李眉蓁「小韓國瑜」，但也怕未來處境跟韓國瑜一樣。 李眉蓁將代表國民黨出征高雄市長補選，她昨天表示，她被要求快速「轉大人」，參加的還是「越級打怪」的直轄市長選舉，但她是耐酸耐壓的鹼性候選人。 羅友志在臉書指出，他雖然稱李眉蓁「小韓國瑜」，但也怕未來處境跟韓國瑜一樣。羅友志提及，韓國瑜黨內整合困難，大老都不喜歡他，放他一個人打。至於李眉蓁，羅認為，在江啟臣企圖走自己的路選擇下，沒顧慮到黨內溝通，邱于軒這些議員，在喊出「白天不懂夜的黑」之後，跟這些大老一樣，會袖手旁觀，甚至「看衰小」。 網友則表示「給年輕人機會」、「韓國瑜很特別，他的認真讓藍綠容不下他。他上，整個國民黨的利益結構瞬間改變，你說，藍能容的下他？」、「看來江啟臣的經驗、手段、溝通、人和與眼界，都必須再提高幾個檔次，才有機會帶領國民黨重返榮耀」、「國民黨沒出息從這點就看的出來」、「國民黨很多民代很奇怪，罵自己人很厲害，叫他去對付敵人又沒步數」、「不團結的黨，等著泡沫化吧」。相關新聞影音#,#0.8732147620978902#,#4#,#4#,#負面
今(24)日是高雄市長補選登記的最後期限，藍綠白都推出各自的候選人登記參選，形成「三腳督」的局面。不過，熱血公民教師黃益中分析，這次補選陳其邁有可能會翻船。黃益中22日在政論節目中表示，2018年選舉的時候，陳其邁得74萬票，韓國瑜89萬票，加起來是163萬，而當時的投票率有70幾%，補選投票率大概30幾%，補選的票數大概是2018年大選票數的一半，這其中誰直要能拿到過半的42萬票就能當選。黃益中指出，今年1月的總統大選，韓國瑜最差都還有60幾萬票，因此如果這些鐵票國民黨能催出40幾萬，那陳其邁可能就會翻船。黃益中還點出陳其邁陣營的一大問題，那就是今年的投票年輕人已經被動員2次了，現在再動員年輕人返鄉投票，他們會怕。而且相較於國民黨，陳其邁陣營聲勢浩大，很多人都覺得他穩贏，這樣年輕人可能就更不會想去投票了。但對國民黨來說只要得42萬票就贏了，「惦惦吃三碗公」派一個形象一般的人選就能可能勝選。昨日國民黨確定派出李眉蓁參選之後，黃益中也在臉書上表示，還好有韓國瑜的人馬出來選市長，那這樣陳其邁的票數總算是可以衝高一些。#,#0.008986910861584096#,#0#,#4#,#負面
台北市長柯文哲編列1580萬元，欲找國家地理頻道拍攝台北大縱走活動國際宣傳影片，其中的800萬元動用「救命錢」第二預備金，掀起外界討論。而北市議會工務委員會昨(23日)再審預算，與會議員態度軟化，僅要求未來預算編列應尊重議會，決議通過該預算。對此，資深媒體人陳揮文在節目中則忍不住說，這件事情若發生在韓國瑜身上，不曉得他會被電到什麼程度，這實在非常不公平，他也建議韓國瑜去選台北市長。工務委員會中，大地處說明，台北大縱走活動國際宣傳影片拍攝費用大約590萬，托播費用490萬，加上形象短片製作，共1580萬。北市議員陳義洲說，錢沒問題，問題是該不該由大地處預算來執行，以及動用到第二預備金，此舉對議會不尊重。而全案經過北市議會工務委員會再審預算，與會議員態度軟化，僅要求未來預算編列應尊重議會，決議通過該預算，送大會討論。針對此市，陳揮文今(22日)在《飛碟晚餐-陳揮文時間》節目中提到，「我推薦韓國瑜選台北市長，因為台北市沒這麼綠，資源比高雄多太多，柯文哲這件事發生在高雄 你看會怎麼樣？」另外，他也稱，講一句實在話，「媒體對韓國瑜太苛刻、對柯文哲太隨便，若柯文哲再這樣下去，遲早有一天民進黨會修理他...」。#,#4.214096627208619e-09#,#0#,#4#,#負面
8月15日將舉行高雄市長補選，藍綠白都已推出候選人登記參選。對此，熱血公民教師黃益中預言，行政院前副院長陳其邁在補選中會「翻船」。為對戰二次參選的陳其邁，國民黨、民眾黨在補選登記前夕，分別徵召高雄市議員李眉蓁、吳益政參戰。對於補選，黃益中22日在節目《鄭知道了》中指出，陳其邁於2018年高雄市長選舉中拿下74萬，高雄前市長韓國瑜當時獲89萬，2人共163萬，投票率約70%。黃益中認為，補選投票率通常僅有30%，預估總票數約為2018大選票數一半，因此，只要有人拿到過半的42萬票就能當選。黃益中說，韓國瑜在今年總統大選，最差都有60多萬票，因此這些鐵票中，若能催出40幾萬票，「陳其邁就翻船了。」對於主持人鄭弘儀驚訝問，「你說陳其邁會再輸？」黃益中回應，「對」，並點出陳其邁的關鍵問題，今年總統大選和罷韓投票，年輕人已被動員2次，現在還要再動員北漂年輕人返鄉投票，他們會怕。黃益中指出，相較於國民黨，陳其邁陣營聲勢浩大，有股氛圍是外界認為他穩贏，年輕人會因此覺得不用去投票。但是對國民黨而言，只要得42萬票就贏了，「惦惦吃三碗公」，派一個形象一般的人選就能夠勝選。【相關影音】看節目、買美食、拿好康，百張住宿券免費抽！快點我下載食尚玩家APP！#,#0.0044460600041568155#,#1#,#6#,#負面
